time,two_pi_Lm_smoothed
1524.8,0.34523589059545845
1524.9,0.345054729121992
1525.0,0.3448785642511101
1525.1,0.34470722212707533
1525.2,0.34454053103671645
1525.3,0.3443783215288088
1525.4,0.34422042650203927
1525.5,0.3440666813055368
1525.6,0.3439169238017046
1525.7,0.3437709944290517
1525.8,0.3436287362210429
1525.9,0.343489994862647
1526.0,0.3433546187091865
1526.1,0.3432224588428866
1526.2,0.34309336909800736
1526.3,0.34296720606712733
1526.4,0.34284382914512584
1526.5,0.34272310056688177
1526.6,0.34260488543240664
1526.7,0.34248905171941063
1526.8,0.34237547027073667
1526.9,0.34226401485090874
1527.0,0.34215456212099926
1527.1,0.3420469916511954
1527.2,0.3419411859270824
1527.3,0.3418370303433602
1527.4,0.3417344132289764
1527.5,0.34163322585340933
1527.6,0.3415333624392343
1527.7,0.3414347201872564
1527.8,0.3413371992765107
1527.9,0.34124070283284613
1528.0,0.34114513694777515
1528.1,0.3410504106219249
1528.2,0.3409564358027365
1528.3,0.3408631273404827
1528.4,0.3407704030762324
1528.5,0.340678183785302
1528.6,0.3405863932023883
1528.7,0.3404949580090019
1528.8,0.34040380780833474
1528.9,0.34031287511897657
1529.0,0.34022209531836645
1529.1,0.34013140671819103
1529.2,0.3400407505015527
1529.3,0.3399500707606686
1529.4,0.3398593145031537
1529.5,0.33976843154520725
1529.6,0.33967737450532864
1529.7,0.3395860987289199
1529.8,0.33949456231970143
1529.9,0.3394027260768801
1530.0,0.33931055342603433
1530.1,0.339218010393981
1530.2,0.3391250655647936
1530.3,0.3390316899290057
1530.4,0.33893785684591143
1530.5,0.33884354198073424
1530.6,0.3387487232355112
1530.7,0.3386533806674124
1530.8,0.3385574964070588
1530.9,0.33846105458940734
1531.0,0.33836404122180436
1531.1,0.33826644414000323
1531.2,0.33816825295161534
1531.3,0.33806945903611046
1531.4,0.33797005553853343
1531.5,0.3378700373380883
1531.6,0.3377694010921205
1531.7,0.33766814530523176
1531.8,0.3375662704235284
1531.9,0.33746377894771795
1532.0,0.3373606756278888
1532.1,0.33725696763943835
1532.2,0.33715266478413586
1532.3,0.3370477796849004
1532.4,0.33694232797429713
1532.5,0.33683632851444845
1532.6,0.33672980351641424
1532.7,0.3366227786595729
1532.8,0.33651528314188656
1532.9,0.3364073496861843
1533.0,0.33629901448989674
1533.1,0.33619031713709124
1533.2,0.33608130044767565
1533.3,0.3359720103140355
1533.4,0.33586249546227287
1533.5,0.3357528071820294
1533.6,0.33564299907515893
1533.7,0.3355331266787364
1533.8,0.3354232472577127
1533.9,0.3353134194656226
1534.0,0.33520370303042574
1534.1,0.3350941584968957
1534.2,0.334984846912461
1534.3,0.3348758296072933
1534.4,0.33476716788643174
1534.5,0.3346589228538533
1534.6,0.3345511551925618
1534.7,0.334443924982375
1534.8,0.3343372915428455
1534.9,0.3342313132636144
1535.0,0.3341260475164467
1535.1,0.3340215505232846
1535.2,0.33391787728713207
1535.3,0.3338150815292237
1535.4,0.33371321563247525
1535.5,0.333612330566086
1535.6,0.3335124758792553
1535.7,0.33341369966976664
1535.8,0.33331604854000546
