time,kinetic_energy,two_pi_Lm
1255.1,6.5993909e-05,0.3575165602437236
1255.2,6.64496265e-05,0.35750053120968645
1255.3,6.69062765e-05,0.3574865907064454
1255.4,6.7363813e-05,0.35747475255700817
1255.5,6.78222835e-05,0.3574650255578341
1255.6,6.82816525e-05,0.3574574147354715
1255.7,6.87419505e-05,0.3574519163200092
1255.8,6.9203165e-05,0.35744852214330625
1255.9,6.96653e-05,0.3574472215239477
1256.0,7.01283305e-05,0.35744799749733314
1256.1,7.05923215e-05,0.35745082932895106
1256.2,7.10572975e-05,0.35745569000110466
1256.3,7.1523265e-05,0.35746255061114157
1256.4,7.1990255e-05,0.3574713759732241
1256.5,7.24582735e-05,0.3574821290165588
1256.6,7.2927363e-05,0.35749476764380417
1256.7,7.3397527e-05,0.3575092503859372
1256.8,7.3868817e-05,0.35752552886243105
1256.9,7.43412775e-05,0.35754355343612176
1257.0,7.48149155e-05,0.35756327258488985
1257.1,7.52897645e-05,0.35758463415829717
1257.2,7.576591e-05,0.3576075809793575
1257.3,7.62433735e-05,0.3576320558710846
1257.4,7.67222185e-05,0.35765799977153645
1257.5,7.72024745e-05,0.35768535236213417
1257.6,7.7684197e-05,0.35771405269598033
1257.7,7.81674925e-05,0.3577440385695403
1257.8,7.8652327e-05,0.3577752490359166
1257.9,7.91388245e-05,0.3578076231482119
1258.0,7.96269635e-05,0.357841098074573
1258.1,8.0116848e-05,0.35787561475305796
1258.2,8.0608497e-05,0.3579111134934065
1258.3,8.1101979e-05,0.35794753523367656
1258.4,8.15973345e-05,0.3579848240535191
1258.5,8.2094548e-05,0.3580229240325848
1258.6,8.2593754e-05,0.35806178302043556
1258.7,8.30948835e-05,0.35810134760999635
1258.8,8.35980225e-05,0.3581415687924217
1258.9,8.41031615e-05,0.35818239693054776
1259.0,8.46102755e-05,0.3582237867854403
1259.1,8.5119371e-05,0.3582656937464836
1259.2,8.56304435e-05,0.3583080738313805
1259.3,8.61435425e-05,0.3583508830578339
1259.4,8.6658593e-05,0.3583940780718652
1259.5,8.71756025e-05,0.35843761551949566
1259.6,8.76944895e-05,0.3584814520467468
1259.7,8.821526e-05,0.35852554429963995
1259.8,8.8737807e-05,0.35856984829587796
1259.9,8.9262155e-05,0.35861431753988954
1260.0,8.9788219e-05,0.35865890490778485
1260.1,9.0315934e-05,0.3587035626473556
1260.2,9.08452585e-05,0.3587482430063935
1260.3,9.13761195e-05,0.358792895719416
1260.4,9.19084045e-05,0.35883747177757785
1260.5,9.2442125e-05,0.35888192342867054
1260.6,9.2977125e-05,0.35892620166384875
1260.7,9.3513368e-05,0.3589702606158598
1260.8,9.405077e-05,0.35901405567408784
1260.9,9.45892565e-05,0.3590575422279174
1261.0,9.5128706e-05,0.3591006800649623
1261.1,9.56690695e-05,0.35914343211442945
1261.2,9.62102645e-05,0.359185763190481
1261.3,9.67522205e-05,0.35922763999223484
1261.4,9.72947825e-05,0.3592690373869497
1261.5,9.783794e-05,0.3593099296135659
1261.6,9.8381546e-05,0.3593502971942089
1261.7,9.8925529e-05,0.3593901225359599
1261.8,9.94698195e-05,0.35942939495740395
1261.9,0.0001000143345,0.3594681044054444
1262.0,0.0001005590275,0.35950624396857755
1262.1,0.0001011038065,0.3595438117618477
1262.2,0.000101648543,0.35958080778525486
1262.3,0.0001021932145,0.3596172370653474
1262.4,0.000102737694,0.35965310714194754
1262.5,0.0001032819375,0.3596884280681519
1262.6,0.000103825905,0.3597232117820124
1262.7,0.0001043694565,0.359757474619811
1262.8,0.000104912542,0.359791234802785
1262.9,0.000105455067,0.35982451055217185
1263.0,0.000105996954,0.3598573232308015
1263.1,0.000106538123,0.35988969545814115
1263.2,0.000107078477,0.35992165236693197
1263.3,0.0001076179095,0.3599532178332782
1263.4,0.000108156335,0.35998441573328394
1263.5,0.0001086936275,0.36001527182800896
1263.6,0.0001092296915,0.3600458125068316
1263.7,0.000109764438,0.3600760610175374
1263.8,0.0001102977255,0.3601060431211862
1263.9,0.000110829521,0.3601357820655636
1264.0,0.000111359604,0.36016529858518115
1264.1,0.000111887879,0.36019461655614293
1264.2,0.0001124142285,0.36022375545632357
1264.3,0.0001129384975,0.36025273476359737
1264.4,0.0001134606135,0.3602815708142461
1264.5,0.0001139803615,0.3603102793162331
1264.6,0.0001144976805,0.3603388722076105
1264.7,0.000115012366,0.3603673607981118
1264.8,0.0001155242965,0.36039575514083344
1264.9,0.0001160333795,0.36042406151896084
1265.0,0.000116539471,0.3604522849590422
1265.1,0.0001170423475,0.3604804286026701
1265.2,0.000117541951,0.3605084962197558
1265.3,0.0001180381015,0.3605364878102993
1265.4,0.0001185306765,0.3605644052592561
1265.5,0.0001190195265,0.36059224793830785
1265.6,0.000119504579,0.36062001584745434
1265.7,0.000119985574,0.36064770961501436
1265.8,0.0001204624365,0.3606753298693061
1265.9,0.0001209350775,0.3607028784952855
1266.0,0.000121403288,0.36073035674958936
1266.1,0.000121867052,0.36075776840212903
1266.2,0.000122326117,0.3607851184794526
1266.3,0.000122780447,0.36081241389306407
1266.4,0.0001232299075,0.36083966281110424
1266.5,0.000123674373,0.36086687528666966
1266.6,0.0001241137565,0.3608940651427679
1266.7,0.0001245479115,0.3609212462024068
1266.8,0.0001249768065,0.3609484354301865
1266.9,0.000125400266,0.36097565293230016
1267.0,0.0001258182545,0.36100292007157775
1267.1,0.0001262306715,0.361030262609079
1267.2,0.000126637452,0.3610577063058637
1267.3,0.000127038508,0.36108528006458424
1267.4,0.0001274337965,0.3611130146728487
1267.5,0.000127823239,0.36114094468817615
1267.6,0.0001282067745,0.3611691046680859
1267.7,0.0001285843275,0.36119753168337115
1267.8,0.0001289558515,0.36122626594641793
1267.9,0.000129321315,0.3612553489262493
1268.0,0.00012968072,0.36128482209188817
1268.1,0.000130034038,0.36131472879731336
1268.2,0.00013038119,0.3613451142814588
1268.3,0.0001307221765,0.36137602315494044
1268.4,0.0001310569495,0.361407503798285
1268.5,0.0001313855555,0.36143960207874526
1268.6,0.000131707928,0.3614723663768481
1268.7,0.0001320241045,0.36150584381648326
1268.8,0.000132334107,0.36154008340649624
1268.9,0.000132637906,0.3615751316424582
1269.0,0.00013293552,0.36161103627657754
1269.1,0.000133226989,0.36164784506106257
1269.2,0.0001335123585,0.36168560386316606
1269.3,0.000133791636,0.3617243572935037
1269.4,0.00013406492,0.3617641487060541
1269.5,0.000134332193,0.36180502082647725
1269.6,0.000134593486,0.3618470138671593
1269.7,0.0001348489405,0.3618901686688046
1269.8,0.000135098571,0.36193451916061387
1269.9,0.0001353424375,0.3619801005284248
1270.0,0.000135580586,0.3620269460731195
1270.1,0.000135813134,0.3620750872106246
1270.2,0.000136040143,0.36212454970199975
1270.3,0.0001362616825,0.3621753593083048
1270.4,0.0001364778215,0.3622275405339624
1270.5,0.000136688659,0.362281112856847
1270.6,0.000136894329,0.36233609449819604
1270.7,0.0001370948235,0.36239249865269857
1270.8,0.0001372902985,0.3624503385150438
1270.9,0.0001374808115,0.3625096235100097
1271.0,0.0001376664775,0.3625703605491001
1271.1,0.0001378473435,0.3626325540305447
