Ra,Ek,time,z,inertia,coriolis,viscous,buoyancy,drag,buoyancy_power,viscous_dissipation,drag_dissipation
8000000.0,0.00014999999999973672,,0.842982023789645,4.989389425869528e-05,0.0032719346147009973,0.0003221632533527656,0.00022111570173969475,0.0,1.2915632494946086e-07,5.446951028266435e-07,0.0
8000000.0,0.00014999999999973672,,0.8579851570929806,5.065712069821075e-05,0.003307271669252303,0.0003194071133198772,0.00018886351575814154,0.0,9.94973064562394e-08,5.418960639251098e-07,0.0
8000000.0,0.00014999999999973672,,0.8726128134010644,5.124730218381303e-05,0.003334858565287657,0.0003170449646521736,0.00016211267934522475,0.0,7.645522110113017e-08,5.386034683832753e-07,0.0
8000000.0,0.00014999999999973672,,0.8868496503223778,5.1709792127256206e-05,0.0033566315675530043,0.0003150264598138065,0.00013922591638084112,0.0,5.8245454835674946e-08,5.351953272641143e-07,0.0
8000000.0,0.00014999999999973672,,0.9006807353809696,5.20755059405884e-05,0.003373925168902193,0.00031331594272179943,0.00011911359651703585,0.0,4.370396904937563e-08,5.319174979744433e-07,0.0
8000000.0,0.00014999999999973672,,0.9140915616785621,5.23657190595865e-05,0.003387675935017055,0.00031188411280003695,0.0001010473578456964,0.0,3.205406655540963e-08,5.289227207746448e-07,0.0
8000000.0,0.00014999999999973672,,0.927068063110284,5.259531219347943e-05,0.0033985555339417937,0.0003107050931583236,8.453824616976694e-05,0.0,2.2761176459143266e-08,5.262989191460193e-07,0.0
8000000.0,0.00014999999999973672,,0.9395966291180717,5.277496403904912e-05,0.003407058544900104,0.0003097554692638006,6.925669140202136e-05,0.0,1.5442359957149433e-08,5.240892971428576e-07,0.0
8000000.0,0.00014999999999973672,,0.9516641189662659,5.291260478321049e-05,0.003413560416756232,0.0003090139020300951,5.4979711282123095e-05,0.0,9.809953848482707e-09,5.223063542054536e-07,0.0
8000000.0,0.00014999999999973672,,0.9632578755244279,5.301435598907712e-05,0.003418355445791925,0.0003084607558815822,4.1555926735428703e-05,0.0,5.636554596140983e-09,5.20941506326489e-07,0.0
8000000.0,0.00014999999999973672,,0.9743657385429216,5.308512201819906e-05,0.0034216814398476715,0.00030807732369258584,2.8882305297740978e-05,0.0,2.7333514462725342e-09,5.199716251675114e-07,0.0
8000000.0,0.00014999999999973672,,0.9849760574073374,5.31289585233159e-05,0.003423735940047282,0.00030784528698408364,1.688868391006281e-05,0.0,9.36796843615291e-10,5.193635613756609e-07,0.0
8000000.0,0.00014999999999973672,,0.995077703358376,5.314931783446681e-05,0.0034246879028763154,0.0003077361187735387,5.527490757511057e-06,0.0,1.0045589755231218e-10,5.190784060502393e-07,0.0
8000000.0,0.00020000000000066313,,0.004922296641623997,1.2652601464941437e-07,0.00010635059066463386,0.00015886518427020254,7.678372488120047e-06,0.0,-3.854144796257298e-12,3.5449125961716085e-08,0.0
8000000.0,0.00020000000000066313,,0.01502394259266257,6.497251763555407e-07,0.00023092749857062927,0.00012709591479482293,2.3423247602680186e-05,0.0,-4.1825302918269704e-11,1.4609910267459502e-08,0.0
8000000.0,0.00020000000000066313,,0.025634261457078256,1.116263900112717e-06,0.0002974281048402452,8.708590680964785e-05,3.9914369492811514e-05,0.0,-1.2934231527040494e-10,5.977689440502494e-09,0.0
8000000.0,0.00020000000000066313,,0.0367421244755721,1.3945494610416642e-06,0.00032547941798135725,5.230546998062088e-05,5.708821103603646e-05,0.0,-2.48018037672714e-10,3.0130046087226043e-09,0.0
8000000.0,0.00020000000000066313,,0.04833588103373401,1.5270923689473346e-06,0.0003319199588804406,3.1765540121631386e-05,7.487431396397842e-05,0.0,-3.7400500410513473e-10,2.0208778559887073e-09,0.0
