time,ell_w_z075,lambda_w_z075
188.3,0.088514733,0.55615447
188.398,0.0885046519,0.556091129
188.503,0.0885487241,0.556368042
188.601,0.0885684341,0.556491884
188.699,0.0885480166,0.556363597
188.797,0.0885058482,0.556098645
188.902,0.0884652211,0.555843377
189.0,0.0884523933,0.555762778
189.098,0.0884702677,0.555875086
189.203,0.0885083489,0.556114357
189.301,0.0885420322,0.556325996
189.399,0.0885643358,0.556466133
189.497,0.0885755801,0.556536784
189.602,0.0885791415,0.556559161
189.7,0.0885682381,0.556490652
189.798,0.0885329109,0.556268685
189.903,0.0884741196,0.555899288
190.001,0.0884224054,0.555574358
190.099,0.0884108805,0.555501946
190.197,0.0884606745,0.55581481
190.302,0.0885229229,0.556205928
190.4,0.0885157565,0.556160901
190.498,0.0884351628,0.555654515
190.603,0.0883255445,0.554965764
190.701,0.0882476945,0.554476617
190.799,0.0882131123,0.554259331
190.897,0.0882414996,0.554437694
191.002,0.0883000835,0.554805787
191.1,0.0883435463,0.555078872
191.198,0.0883758698,0.555281967
191.303,0.0884022874,0.555447953
191.401,0.0884191208,0.555553721
191.499,0.0884289884,0.555615721
191.597,0.0884278605,0.555608634
191.702,0.088404794,0.555463703
191.8,0.0883638684,0.555206559
191.898,0.0883164932,0.554908892
192.003,0.0882674424,0.554600697
192.101,0.0882223299,0.554317247
192.199,0.0881760398,0.554026397
192.297,0.0881310332,0.553743613
192.402,0.0880910819,0.553492592
192.5,0.0880722434,0.553374226
192.598,0.0880826724,0.553439753
192.703,0.0881203635,0.553676573
192.801,0.0881653879,0.55395947
192.899,0.088216961,0.554283513
192.997,0.0882721182,0.554630076
193.102,0.0883209679,0.554937008
193.2,0.0883457593,0.555092777
193.298,0.0883478761,0.555106077
193.403,0.0883285905,0.554984902
193.501,0.0883014229,0.554814203
193.599,0.0882734727,0.554638587
193.697,0.0882268925,0.554345915
193.802,0.0881176773,0.553659695
193.9,0.0879362957,0.552520041
193.998,0.0877293163,0.551219551
194.103,0.0876141992,0.550496249
194.201,0.0876234993,0.550554683
194.299,0.0876777749,0.550895707
194.397,0.0877514194,0.551358429
194.502,0.0878411438,0.551922184
194.6,0.0879122737,0.552369106
194.698,0.087958298,0.552658286
194.803,0.0879823063,0.552809134
194.901,0.0879868665,0.552837787
194.999,0.0879753018,0.552765123
195.097,0.0879456524,0.552578831
195.202,0.0878943608,0.552256556
195.3,0.0878338802,0.551876545
195.398,0.0877680738,0.551463072
195.503,0.0876972197,0.551017882
195.601,0.0876300536,0.550595865
195.699,0.087545489,0.55006453
195.797,0.0874301766,0.549340001
195.902,0.0873000226,0.548522219
196.0,0.0872104165,0.547959208
196.098,0.0871831027,0.54778759
196.203,0.0872578368,0.548257158
196.301,0.0873732907,0.548982576
196.399,0.0874736242,0.54961299
196.497,0.0875433369,0.550051008
196.602,0.0875585356,0.550146504
196.7,0.0874991465,0.549773352
196.798,0.0874109338,0.549219095
196.903,0.0873412938,0.548781534
197.001,0.0872684436,0.548323803
197.099,0.0871626692,0.547659202
197.197,0.0870437016,0.546911707
197.302,0.0869138096,0.546095572
197.4,0.0867983234,0.54536995
197.498,0.0867203327,0.54487992
197.603,0.0867181051,0.544865924
197.701,0.0867811509,0.545262053
197.799,0.0868578047,0.545743682
197.897,0.0869075443,0.546056206
198.002,0.0869145635,0.546100308
198.1,0.086882153,0.545896667
198.198,0.0868226915,0.54552306
198.303,0.0867437682,0.54502717
198.401,0.086667637,0.544548823
198.499,0.086595118,0.544093173
198.597,0.0865389833,0.543740468
198.702,0.086523062,0.543640432
198.8,0.0865562865,0.543849188
198.898,0.0866048812,0.544154517
199.003,0.0866226605,0.544266228
199.101,0.0865830004,0.544017036
199.199,0.0864981062,0.54348363
199.297,0.0863987321,0.542859244
199.402,0.0863041689,0.542265086
199.5,0.0862287295,0.541791086
199.598,0.0861720192,0.541434765
199.703,0.0861412087,0.541241177
199.801,0.0861357655,0.541206976
199.899,0.0861294495,0.541167292
199.997,0.0860921515,0.540932941
200.102,0.0860007326,0.540358539
200.2,0.0858715742,0.539547013
200.298,0.0857182084,0.538583387
200.403,0.0855896203,0.537775445
200.501,0.0855432342,0.537483992
200.599,0.085509801,0.537273925
200.697,0.085441747,0.536846329
200.802,0.0853463691,0.536247052
200.9,0.0852711728,0.53577458
200.998,0.085238644,0.535570196
201.103,0.0852633915,0.535725689
201.201,0.0853039019,0.535980223
201.299,0.0853353253,0.536177662
201.397,0.0853711032,0.536402462
201.502,0.0854125067,0.536662607
201.6,0.085420076,0.536710166
201.698,0.0854022065,0.536597889
201.803,0.0854355331,0.536807286
201.901,0.0855277135,0.537386473
201.999,0.0855751221,0.53768435
202.097,0.0855187193,0.537329961
202.202,0.0854560963,0.536936488
202.3,0.0855058434,0.537249059
202.398,0.0855854915,0.537749503
202.503,0.0856015388,0.537850331
202.601,0.0855806814,0.53771928
202.699,0.0855778642,0.537701579
202.797,0.0855881806,0.537766399
202.902,0.0855896035,0.537775339
203.0,0.0855844276,0.537742818
203.098,0.0855761424,0.53769076
203.203,0.0855727588,0.537669501
203.301,0.0855953046,0.537811161
203.399,0.0856464264,0.538132368
203.497,0.0857088052,0.538524306
203.602,0.0857626123,0.538862386
203.7,0.0857817244,0.53898247
203.798,0.0857635238,0.538868112
203.903,0.0857093727,0.538527871
204.001,0.085650555,0.538158309
204.099,0.0856101678,0.537904549
204.197,0.0855928453,0.537795708
204.302,0.0855812856,0.537723076
204.4,0.0855544778,0.537554638
204.498,0.085498415,0.537202385
204.603,0.0854066757,0.53662597
204.701,0.0853007684,0.535960534
204.799,0.0852251232,0.535485242
204.897,0.0852747946,0.535797336
205.002,0.0854502562,0.536899794
205.1,0.0856046806,0.537870071
205.198,0.0857017198,0.538479786
205.303,0.0857565988,0.538824602
205.401,0.0857906586,0.539038606
205.499,0.0858380461,0.53933635
205.597,0.0859013974,0.539734398
205.702,0.0859558804,0.540076725
205.8,0.0859692096,0.540160475
205.898,0.0859645357,0.540131108
206.003,0.0860147067,0.540446342
206.101,0.086147892,0.541283169
206.199,0.0862978602,0.542225447
206.297,0.0863896962,0.54280247
206.402,0.0864037767,0.54289094
206.5,0.0863604542,0.542618737
206.598,0.0862929813,0.542194792
206.703,0.0862204804,0.541739255
206.801,0.0861511327,0.541303531
206.899,0.0860454623,0.540639585
206.997,0.0858851362,0.539632226
207.102,0.0856952921,0.5384394
207.2,0.085584273,0.537741847
207.298,0.0855777374,0.537700782
207.403,0.0856312254,0.538036857
207.501,0.0856808489,0.538348651
207.599,0.0857115435,0.538541511
207.697,0.0857146184,0.538560831
207.802,0.0856799073,0.538342735
207.9,0.0856484465,0.538145061
207.998,0.0857541807,0.538809408
208.103,0.0859969057,0.540334494
208.201,0.0861838729,0.541509244
208.299,0.0863601668,0.542616931
208.397,0.0865870044,0.544042194
208.502,0.0868346483,0.545598187
208.6,0.0870336414,0.546848497
208.698,0.0871941491,0.547856997
208.803,0.0873144171,0.548612662
208.901,0.0873882254,0.549076414
208.999,0.0874496697,0.54946248
209.097,0.087528883,0.549960192
209.202,0.0876456657,0.550693959
209.3,0.0877602056,0.551413634
209.398,0.0878441633,0.551941156
209.503,0.0878677188,0.55208916
209.601,0.0878047518,0.551693527
209.699,0.0876271463,0.550577598
209.797,0.0873170155,0.548628989
209.902,0.0871210224,0.547397528
210.0,0.0872163716,0.547996625
210.098,0.0872189796,0.548013011
210.203,0.0870936368,0.547225459
210.301,0.0869947246,0.546603975
210.399,0.0869696203,0.54644624
210.497,0.0869917434,0.546585244
210.602,0.0869894502,0.546570836
210.7,0.0869416513,0.546270506
210.798,0.0868864588,0.545923721
210.903,0.0868686402,0.545811764
211.001,0.0869057181,0.546044731
211.099,0.0869641975,0.546412168
211.197,0.0869997845,0.546635768
211.302,0.0869976809,0.54662255
211.4,0.0869801481,0.546512389
211.498,0.0869702455,0.546450168
211.603,0.0869626108,0.546402198
211.701,0.0869306564,0.546201423
211.799,0.0868524178,0.545709835
211.897,0.0867295611,0.544937904
212.002,0.0865800185,0.5439983
212.1,0.0864612784,0.543252234
212.198,0.0863833517,0.542762606
212.303,0.086352534,0.542568973
212.401,0.0863516567,0.542563461
212.499,0.0863316653,0.542437851
212.597,0.0862711393,0.542057555
212.702,0.0861749016,0.541452875
212.8,0.0860764667,0.540834391
212.898,0.0859819365,0.54024044
213.003,0.0858923035,0.539677259
213.101,0.0858242231,0.539249498
213.199,0.0857752455,0.538941762
213.297,0.0857530208,0.53880212
213.402,0.0857692342,0.538903992
213.5,0.0858235893,0.539245515
213.598,0.0859122243,0.539802425
213.703,0.086036668,0.540584328
213.801,0.0861554618,0.541330732
213.899,0.0862465679,0.541903168
213.997,0.0863008076,0.542243966
214.102,0.0863344827,0.542455553
214.2,0.08636401,0.542641079
214.298,0.0864046023,0.542896128
214.403,0.0864573332,0.543227446
214.501,0.0864825601,0.543385951
214.599,0.0864663105,0.543283852
214.697,0.0864622711,0.543258471
214.802,0.0864889867,0.543426331
214.9,0.0864939208,0.543457332
214.998,0.0865038233,0.543519551
215.103,0.0865618003,0.543883832
215.201,0.0866431364,0.544394882
215.299,0.0867227219,0.544894932
215.397,0.0867862733,0.545294237
215.502,0.0868201399,0.545507027
215.6,0.0868163259,0.545483063
215.698,0.0867907596,0.545322426
215.803,0.0867485511,0.545057222
215.901,0.0866890721,0.544683504
215.999,0.0865962489,0.544100279
216.097,0.0864725467,0.543323035
216.202,0.0863669497,0.54265955
216.3,0.0863948812,0.542835048
216.398,0.0865286655,0.54367564
216.503,0.0866210754,0.544256268
216.601,0.0865592275,0.543867666
216.699,0.0863700061,0.542678753
216.797,0.0861455693,0.541268575
216.902,0.0859265815,0.539892634
217.0,0.0857730899,0.538928219
217.098,0.0858256877,0.5392587
217.203,0.0860298893,0.540541736
217.301,0.0861707832,0.541426999
217.399,0.0862555364,0.541959519
217.497,0.0862977881,0.542224994
217.602,0.0863178146,0.542350824
217.7,0.0863623401,0.542630586
217.798,0.0864684062,0.543297019
217.903,0.0866309428,0.544318267
218.001,0.0867974885,0.545364705
218.099,0.0869762035,0.546487604
218.197,0.0871672831,0.547688193
218.302,0.0873538861,0.548860653
218.4,0.0874615134,0.549536896
218.498,0.0874994073,0.549774991
218.603,0.0875567604,0.550135351
218.701,0.0876788755,0.550902623
218.799,0.0877892071,0.551595856
218.897,0.0878196929,0.551787404
219.002,0.0877948927,0.55163158
219.1,0.0877849286,0.551568974
219.198,0.0877984261,0.551653781
219.303,0.0877789337,0.551531306
219.401,0.0876861201,0.550948141
219.499,0.0876008139,0.550412147
219.597,0.0876263253,0.55057244
219.702,0.0876760964,0.550885161
219.8,0.0876848147,0.55093994
219.898,0.0876384263,0.550648473
220.003,0.087467736,0.549575994
220.101,0.0873393154,0.548769103
220.199,0.0874277951,0.549325038
220.297,0.0876091729,0.550464668
220.402,0.0876994177,0.551031693
220.5,0.0877025186,0.551051176
220.598,0.0877065207,0.551076322
220.703,0.0877425652,0.551302796
220.801,0.0878068096,0.551706456
220.899,0.0878757554,0.552139655
220.997,0.0879285937,0.552471648
221.102,0.0879914044,0.552866299
221.2,0.0880547037,0.553264021
221.298,0.0880768632,0.553403253
221.403,0.0880176445,0.553031171
221.501,0.0879005883,0.552295685
221.599,0.0877830555,0.551557204
221.697,0.0877240047,0.551186178
221.802,0.0877208589,0.551166411
221.9,0.0877303264,0.551225898
221.998,0.0877164758,0.551138872
222.103,0.0876394741,0.550655056
222.201,0.087526359,0.549944333
222.299,0.0874328797,0.549356985
222.397,0.0873644037,0.548926738
222.502,0.0872631616,0.548290615
222.6,0.0871675924,0.547690136
222.698,0.0871286158,0.547445238
222.803,0.087160567,0.547645994
222.901,0.0872539649,0.54823283
222.999,0.0873782725,0.549013878
223.097,0.0874985294,0.549769474
223.202,0.087616874,0.550513056
223.3,0.0877182412,0.551149965
223.398,0.0877925046,0.551616575
223.503,0.0878450954,0.551947013
223.601,0.0879111114,0.552361804
223.699,0.0879949149,0.552888356
223.797,0.0880457488,0.553207755
223.902,0.0880404171,0.553174255
224.0,0.08802495,0.553077072
224.098,0.0880545164,0.553262843
224.203,0.088136401,0.55377734
224.301,0.0882167958,0.554282475
224.399,0.0882729145,0.554635079
224.497,0.0883040787,0.55483089
224.602,0.0883178672,0.554917526
224.7,0.0883097073,0.554866255
224.798,0.088268341,0.554606344
224.903,0.0881690689,0.553982599
225.001,0.0880174664,0.553030051
225.099,0.0878510918,0.551984689
225.197,0.0877787915,0.551530413
225.302,0.0878577618,0.552026598
225.4,0.0879464888,0.552584086
225.498,0.0878991087,0.552286388
225.603,0.0877501584,0.551350506
225.701,0.0877764364,0.551515615
225.799,0.0879641016,0.552694751
225.897,0.0881051017,0.553580681
226.002,0.0881730978,0.554007912
226.1,0.0882148353,0.554270157
226.198,0.0882464611,0.554468868
226.303,0.0882535498,0.554513407
226.401,0.0882321286,0.554378814
226.499,0.0881855495,0.554086149
226.597,0.0880952219,0.553518604
226.702,0.0879110905,0.552361672
226.8,0.087673682,0.55086999
226.898,0.0875206764,0.549908628
227.003,0.0875095284,0.549838583
227.101,0.0874502603,0.549466191
227.199,0.087321709,0.548658479
227.297,0.087240111,0.548145783
227.402,0.0872233532,0.548040492
227.5,0.0872178348,0.548005818
227.598,0.0872075846,0.547941414
227.703,0.0872100661,0.547957006
227.801,0.087223815,0.548043393
227.899,0.087243135,0.548164784
227.997,0.0872819377,0.548408589
228.102,0.0873575429,0.54888363
228.2,0.087454244,0.549491221
228.298,0.0875484528,0.550083152
228.403,0.0875881866,0.550332807
228.501,0.0875245385,0.549932894
228.599,0.0873901695,0.549088629
228.697,0.0872930893,0.548478656
228.802,0.0873423457,0.548788143
228.9,0.0874965912,0.549757296
228.998,0.0876499848,0.550721097
229.103,0.0877556839,0.551385223
229.201,0.0877860934,0.551576292
229.299,0.0877622611,0.55142655
229.397,0.087718826,0.551153639
229.502,0.0876896641,0.550970409
229.6,0.0876874284,0.550956362
229.698,0.0876899813,0.550972402
229.803,0.0876829271,0.550928079
229.901,0.0876871848,0.550954831
229.999,0.0877388426,0.551279407
230.097,0.0878469587,0.55195872
230.202,0.0879785141,0.552785307
230.3,0.0880674902,0.553344361
230.398,0.0881173469,0.55365762
230.503,0.0881470081,0.553843986
230.601,0.0881753046,0.554021778
230.699,0.0882100586,0.554240144
230.797,0.0882189237,0.554295845
230.902,0.0881468319,0.553842879
231.0,0.0879948105,0.552887701
231.098,0.0878161098,0.551764891
231.203,0.0876796143,0.550907265
231.301,0.087603873,0.550431368
231.399,0.0875174455,0.549888328
231.497,0.0874183791,0.549265875
231.602,0.0873802753,0.549026462
231.7,0.087466311,0.54956704
231.798,0.0876322852,0.550609887
231.903,0.0878051717,0.551696165
232.001,0.0879202186,0.552419026
232.099,0.088002301,0.552934765
232.197,0.0880815753,0.55343286
232.302,0.0881792731,0.554046713
232.4,0.0882650065,0.554585392
232.498,0.0883209825,0.5549371
232.603,0.0883441567,0.555082707
232.701,0.0883474898,0.55510365
232.799,0.0883435825,0.555079099
232.897,0.0883234169,0.554952396
233.002,0.088261873,0.554565704
233.1,0.0881677994,0.553974622
233.198,0.0880777495,0.553408822
233.303,0.0880122799,0.552997464
233.401,0.0879131729,0.552374756
233.499,0.0877011067,0.551042305
233.597,0.0874375364,0.549386244
233.702,0.0872463998,0.548185297
233.8,0.0871646437,0.547671609
233.898,0.087097961,0.547252629
234.003,0.0870063352,0.546676927
234.101,0.0869232231,0.546154718
234.199,0.0868802163,0.545884498
234.297,0.0868983592,0.545998494
234.402,0.0869729753,0.54646732
234.5,0.0870807058,0.547144211
234.598,0.0872303288,0.54808432
234.703,0.0874259588,0.5493135
234.801,0.0876153397,0.550503415
234.899,0.0877900009,0.551600844
234.997,0.0879130626,0.552374063
235.102,0.0879306487,0.55248456
235.2,0.0878401355,0.551915849
235.298,0.087732543,0.551239825
235.403,0.0876763435,0.550886714
235.501,0.0876777955,0.550895836
235.599,0.0877110547,0.55110481
235.697,0.0877544193,0.551377278
235.802,0.087778877,0.55153095
235.9,0.0877657387,0.5514484
235.998,0.0877335756,0.551246313
236.103,0.0876864524,0.55095023
236.201,0.0876395377,0.550655456
236.299,0.0876266904,0.550574734
236.397,0.0876350069,0.550626988
236.502,0.08760959,0.550467288
236.6,0.0875734248,0.550240056
236.698,0.087585484,0.550315826
236.803,0.0876562171,0.550760255
236.901,0.0877400624,0.551287071
236.999,0.087828271,0.551841302
237.097,0.0879104254,0.552357493
237.202,0.0879667216,0.552711213
237.3,0.0879843254,0.552821821
237.398,0.0879978675,0.552906908
237.503,0.0880390543,0.553165693
237.601,0.0880877259,0.553471505
237.699,0.0881147555,0.553641337
237.797,0.0881081441,0.553599796
237.902,0.0880673706,0.553343609
238.0,0.0880164554,0.553023699
238.098,0.0879978993,0.552907108
238.203,0.0880316551,0.553119202
238.301,0.0880525615,0.553250561
238.399,0.0880226498,0.55306262
238.497,0.0879493895,0.552602312
238.602,0.087852888,0.551995975
238.7,0.0878017663,0.551674768
238.798,0.0878230792,0.551808681
238.903,0.087906368,0.552332
239.001,0.0880100544,0.55298348
239.099,0.0881304156,0.553739732
239.197,0.088267735,0.554602535
239.302,0.0884372466,0.555667609
239.4,0.0886217617,0.556826951
239.498,0.0888097019,0.558007814
239.603,0.0889607997,0.558957189
239.701,0.0890353878,0.559425841
239.799,0.089051644,0.559527981
239.897,0.0889997575,0.559201968
240.002,0.0889514454,0.558898415
240.1,0.0890129917,0.559285122
240.198,0.0891127065,0.559911648
240.303,0.0892087547,0.560515137
240.401,0.0893063185,0.561128148
240.499,0.0893689057,0.561521395
240.597,0.0893449975,0.561371176
240.702,0.0892290143,0.560642432
240.8,0.0891149946,0.559926025
240.898,0.0890638467,0.559604653
241.003,0.0890761292,0.559681826
241.101,0.0891192217,0.559952584
241.199,0.0891639027,0.560233323
241.297,0.0891773136,0.560317587
241.402,0.0891317502,0.560031304
241.5,0.0890462773,0.559494261
241.598,0.0889594427,0.558948663
241.703,0.0889020789,0.558588236
241.801,0.0888837854,0.558473295
241.899,0.0888853699,0.55848325
241.997,0.088927747,0.558749514
242.102,0.0890254627,0.559363479
242.2,0.0890821128,0.559719422
242.298,0.0890448463,0.55948527
242.403,0.0889455901,0.558861625
242.501,0.0888805975,0.558453265
242.599,0.0888740995,0.558412436
242.697,0.0888908442,0.558517646
242.802,0.0888886007,0.55850355
242.9,0.0888576895,0.558309329
242.998,0.0888052238,0.557979677
243.103,0.0887375646,0.557554562
243.201,0.0886747015,0.557159582
243.299,0.0886119602,0.556765366
243.397,0.088539376,0.556309306
243.502,0.0884397209,0.555683155
243.6,0.0883186967,0.554922737
243.698,0.0881669378,0.553969208
243.803,0.0880168202,0.553025992
243.901,0.0879306533,0.552484589
243.999,0.0878024335,0.55167896
244.097,0.0876110514,0.550476471
244.202,0.0874566019,0.549506036
244.3,0.0873709582,0.548967921
244.398,0.0873193989,0.548643964
244.503,0.0873129134,0.548603214
244.601,0.0873451436,0.548805723
244.699,0.087377129,0.549006693
244.797,0.0873626451,0.548915688
244.902,0.087288944,0.54845261
245.0,0.0872011038,0.547900694
245.098,0.0871161955,0.547367199
245.203,0.0870258537,0.546799565
245.301,0.0869342108,0.546223756
245.399,0.086824553,0.545534755
245.497,0.0867109613,0.544821038
245.602,0.0866277989,0.544298513
245.7,0.0865719569,0.543947647
245.798,0.0865081471,0.543546719
245.903,0.0865320208,0.543696722
246.001,0.0866547895,0.5444681
246.099,0.0867798107,0.545253632
246.197,0.0868796361,0.545880853
246.302,0.0869529754,0.546341657
246.4,0.0869918447,0.54658588
246.498,0.0870110033,0.546706258
246.603,0.0870148446,0.546730393
246.701,0.0870035955,0.546659713
246.799,0.0869805525,0.54651493
246.897,0.0869448575,0.546290651
247.002,0.0868847054,0.545912704
247.1,0.0868136152,0.545466031
247.198,0.0867482992,0.545055639
247.303,0.0866830681,0.54464578
247.401,0.0865893639,0.544057019
247.499,0.0864387319,0.54311057
247.597,0.0862675721,0.542035141
247.702,0.0861555237,0.541331121
247.8,0.0861171859,0.541090237
247.898,0.0860683852,0.540783614
248.003,0.0860363635,0.540582415
248.101,0.0860205721,0.540483195
248.199,0.0859183382,0.53984084
248.297,0.0857498898,0.538782448
248.402,0.085738528,0.538711059
248.5,0.0859785511,0.540219169
248.598,0.0862449996,0.541893314
248.703,0.0864380264,0.543106137
248.801,0.086569216,0.543930426
248.899,0.0866804106,0.544629082
248.997,0.0867660561,0.545167209
249.102,0.0868295525,0.545566168
249.2,0.0868660041,0.5457952
249.298,0.0868401826,0.54563296
249.403,0.0866962023,0.544728304
249.501,0.0865991765,0.544118673
249.599,0.0865577411,0.543858327
249.697,0.0864260462,0.543030864
249.802,0.0863567852,0.542595684
249.9,0.0863435299,0.542512398
249.998,0.086353394,0.542574377
250.103,0.0863656303,0.542651259
250.201,0.0863637587,0.5426395
250.299,0.0863729264,0.542697102
250.397,0.0864385568,0.54310947
250.502,0.0865797576,0.543996661
250.6,0.0867357735,0.544976937
250.698,0.0868765948,0.545861744
250.803,0.086985019,0.546542993
250.901,0.0870332705,0.546846167
250.999,0.0870280397,0.546813301
251.097,0.0869744407,0.546476528
251.202,0.0868538081,0.545718571
251.3,0.0866509648,0.544444069
251.398,0.0863531794,0.542573028
251.503,0.0859786538,0.540219815
251.601,0.0855723054,0.537666652
251.699,0.0852049174,0.535358285
251.797,0.0851384179,0.534940457
251.902,0.0852376535,0.535563972
252.0,0.0852683233,0.535756676
252.098,0.0852484004,0.535631497
252.203,0.0852133032,0.535410975
252.301,0.0852113218,0.535398525
252.399,0.0852767375,0.535809544
252.497,0.0853808678,0.536463814
252.602,0.085479734,0.537085009
252.7,0.0855194595,0.537334611
252.798,0.0854759081,0.53706097
252.903,0.0853910747,0.536527946
253.001,0.0853581634,0.536321158
253.099,0.0853469259,0.536250551
253.197,0.0853297929,0.536142901
253.302,0.0853489582,0.53626332
253.4,0.085404059,0.536609529
253.498,0.0854767557,0.537066296
253.603,0.0855990306,0.537834572
253.701,0.0857638797,0.538870349
253.799,0.0859326856,0.539930988
253.897,0.0860533131,0.540688913
254.002,0.0861012471,0.540990091
254.1,0.0860718882,0.540805623
254.198,0.0859939047,0.540315638
254.303,0.0858933189,0.539683639
254.401,0.0858160097,0.539197891
254.499,0.0857736737,0.538931886
254.597,0.0857550634,0.538814955
254.702,0.0857182215,0.53858347
254.8,0.08564868,0.538146528
254.898,0.0855577412,0.537575142
255.003,0.0854618345,0.536972543
255.101,0.0854023582,0.536598842
255.199,0.085378636,0.536449792
255.297,0.0853748183,0.536425804
255.402,0.0854068059,0.536626788
255.5,0.0854333436,0.536793529
255.598,0.0854134952,0.536668818
255.703,0.0854195766,0.536707029
255.801,0.0854911289,0.537156605
255.899,0.0855493187,0.537522223
255.997,0.0855684445,0.537642393
256.102,0.0856537256,0.53817823
256.2,0.0857925811,0.539050685
256.298,0.0858941857,0.539689085
256.403,0.0859877392,0.5402769
256.501,0.0860785895,0.540847729
256.599,0.0861251976,0.541140576
256.697,0.0861301121,0.541171455
256.802,0.08613765,0.541218817
256.9,0.0861751855,0.541454659
256.998,0.0862290396,0.541793035
257.103,0.0862494972,0.541921573
257.201,0.0861882429,0.541536701
257.299,0.0860500958,0.540668697
257.397,0.0858896399,0.539660523
257.502,0.0857800854,0.538972172
257.6,0.0857426667,0.538737064
257.698,0.0856961772,0.538444961
257.803,0.0856490731,0.538148997
257.901,0.085687403,0.538389832
257.999,0.0857966786,0.53907643
258.097,0.0859268206,0.539894137
258.202,0.0860501757,0.5406692
258.3,0.0861194439,0.541104425
258.398,0.0861148967,0.541075853
258.503,0.0860677788,0.540779803
258.601,0.0860574524,0.54071492
258.699,0.0860951885,0.540952023
258.797,0.0861600912,0.541359819
258.902,0.086241434,0.541870911
259.0,0.0863097119,0.542299914
259.098,0.0863419817,0.542502671
259.203,0.0863147461,0.542331545
259.301,0.0862330341,0.541818133
259.399,0.0861054449,0.541016466
259.497,0.0859408147,0.539982064
259.602,0.0857447137,0.538749925
259.7,0.0855747212,0.537681831
259.798,0.085454218,0.536924687
259.903,0.0854134008,0.536668225
260.001,0.0854567733,0.536940742
260.099,0.0855422339,0.537477707
260.197,0.0856069584,0.537884384
260.302,0.0856276488,0.538014385
260.4,0.0856684951,0.53827103
260.498,0.085747283,0.538766069
260.603,0.0858072642,0.539142942
260.701,0.0857993148,0.539092994
260.799,0.0857636056,0.538868626
260.897,0.0857546344,0.538812259
261.002,0.0857567657,0.53882565
261.1,0.0857298224,0.538656361
261.198,0.0856583783,0.538207464
261.303,0.0855446288,0.537492755
261.401,0.0854492293,0.536893342
261.499,0.0853056764,0.535991373
261.597,0.0851750522,0.535170636
261.702,0.0853248452,0.536111814
261.8,0.0854917989,0.537160815
261.898,0.0855678496,0.537638655
262.003,0.0855650823,0.537621268
262.101,0.0854925943,0.537165813
262.199,0.0853545915,0.536298715
262.297,0.0853328295,0.53616198
262.402,0.0855136236,0.537297944
262.5,0.085603969,0.537865601
262.598,0.0856477486,0.538140675
262.703,0.0856642317,0.538244242
262.801,0.0856332996,0.53804989
262.899,0.0855777169,0.537700653
262.997,0.0855295438,0.537397973
263.102,0.0855050052,0.537243793
263.2,0.0854988646,0.53720521
263.298,0.0854960938,0.537187801
263.403,0.0855006149,0.537216207
263.501,0.0855223933,0.537353045
263.599,0.0855596457,0.537587109
263.697,0.0855943733,0.537805309
263.802,0.0856263605,0.53800629
263.9,0.0856615726,0.538227535
263.998,0.0856750871,0.538312448
264.103,0.0856577229,0.538203346
264.201,0.0856676849,0.538265939
264.299,0.0857024476,0.538484359
264.397,0.0857044863,0.538497169
264.502,0.0856516758,0.538165351
264.6,0.0856139093,0.537928057
264.698,0.0856621758,0.538231324
264.803,0.0857921795,0.539048162
264.901,0.0859299808,0.539913993
264.999,0.0860628843,0.54074905
265.097,0.0861842112,0.54151137
265.202,0.0862990715,0.542233058
265.3,0.0863782171,0.542730345
265.398,0.0864158483,0.542966788
265.503,0.0864445075,0.543146859
265.601,0.0865071574,0.543540501
265.699,0.0865929921,0.544079816
265.797,0.0866610673,0.544507545
265.902,0.0867128125,0.544832669
266.0,0.086797834,0.545366875
266.098,0.0869492573,0.546318296
266.203,0.087128438,0.547444121
266.301,0.0872463085,0.548184724
266.399,0.0873143989,0.548612548
266.497,0.0873558667,0.548873098
266.602,0.0873621026,0.54891228
266.7,0.0873192815,0.548643227
266.798,0.0872470606,0.548189449
266.903,0.0871616463,0.547652776
267.001,0.0870732823,0.547097568
267.099,0.0869870983,0.546556058
267.197,0.0869397727,0.546258702
267.302,0.0869571519,0.546367899
267.4,0.0870202401,0.546764294
267.498,0.0870815398,0.547149451
267.603,0.0870721306,0.547090332
267.701,0.086973389,0.54646992
267.799,0.0868790732,0.545877316
267.897,0.0868436813,0.545654942
268.002,0.086814658,0.545472583
268.1,0.0867543795,0.545093843
268.198,0.0867096233,0.544812631
268.303,0.0867437914,0.545027316
268.401,0.0867857054,0.545290669
268.499,0.0867624119,0.545144312
268.597,0.0866777257,0.544612212
268.702,0.0865631522,0.543892326
268.8,0.0864002662,0.542868883
268.898,0.0862883675,0.542165803
269.003,0.0863333911,0.542448695
269.101,0.0863484886,0.542543555
269.199,0.0863203712,0.542366888
269.297,0.0862812456,0.542121055
269.402,0.0862238849,0.541760647
269.5,0.0861503032,0.541298319
269.598,0.0860735108,0.540815818
269.703,0.0860094486,0.540413303
269.801,0.0859564144,0.54008008
269.899,0.0858799581,0.539599691
269.997,0.0857705,0.538911945
270.102,0.0856451252,0.538124192
270.2,0.0855583197,0.537578777
270.298,0.0855182158,0.537326797
270.403,0.0855104866,0.537278233
270.501,0.0855038893,0.537236781
270.599,0.0854811101,0.537093655
270.697,0.0854348863,0.536803222
270.802,0.0853449006,0.536237826
